Unix Arrival Arrival	Unix Arrival Departure	Unix Arrival	City	Region	CC	Locale	Eggs Delivered	Carrots eaten	Latitude	Longitude	Population Num	Population Year	Elevation Meter	Arrival Stoppage Time	Timezone	Wikipedia attr	Country
1703506914.0	1703506794.0	1703506890	REGION >>	Guadalajara, Mexico					20.560730740235854	-103.351059				24.0			
1703507106.0	1703506926.0	1703507070	REGION >>	Uruapan, Mexico					19.300496310717683	-102.062778				36.0			
1703507214.0	1703507094.0	1703507190	REGION >>	Acapulco, Mexico					16.744402744700615	-99.906969				24.0			
1703507298.0	1703507208.0	1703507280	REGION >>	Mexico City, Mexico					19.31151636218875	-99.13285100000002				18.0			
1703507568.0	1703507328.0	1703507520	REGION >>	Torreon, Mexico					25.390077645043963	-103.44861100000001				48.0			
1703507736.0	1703507556.0	1703507700	REGION >>	Chihuahua, Mexico					28.47809502046257	-106.07205899999998				36.0			
1703507916.0	1703507736.0	1703507880	REGION >>	El Paso, Texas, United States					31.587220958692786	-106.488611				36.0			
1703508060.0	1703507910.0	1703508030	REGION >>	Santa Fe, New Mexico, United States					35.48517448039382	-105.964444				30.0			
1703508174.0	1703508054.0	1703508150	REGION >>	Durango, Colorado, United States					37.08802471581143	-107.871692				24.0			
1703508330.0	1703508180.0	1703508300	REGION >>	Colorado Springs, Colorado, United States					38.64565558461607	-104.821814				30.0			
1703508408.0	1703508318.0	1703508390	REGION >>	Estes Park, Colorado, United States					40.18736471876192	-105.525514				18.0			
1703508426.0	1703508396.0	1703508420	REGION >>	Moab, Utah, United States					38.38507572790884	-109.549722				6.0			
1703508564.0	1703508444.0	1703508540	REGION >>	Jackson, Wyoming, United States					43.28321925689791	-110.769167				24.0			
1703508684.0	1703508564.0	1703508660	REGION >>	Billings, Montana, United States					45.5916349757561	-108.505794				24.0			
1703508804.0	1703508684.0	1703508780	REGION >>	Great Falls, Montana, United States					47.315432686456525	-111.306074				24.0			
1703508960.0	1703508810.0	1703508930	REGION >>	Calgary, Alberta, Canada					50.856963159775134	-114.063014				30.0			
1703509074.0	1703508954.0	1703509050	REGION >>	Edmonton, Alberta, Canada					53.36213196016243	-113.490374				24.0			
1703509194.0	1703509074.0	1703509170	REGION >>	Fort McMurray, Alberta, Canada					56.550425721959876	-111.38030200000001				24.0			
1703509314.0	1703509194.0	1703509290	REGION >>	Cold Lake, Alberta, Canada					54.26776823918745	-110.166667				24.0			
1703509506.0	1703509326.0	1703509470	REGION >>	Yellowknife, Northwest Territories, Canada					62.29638751373215	-114.370954				36.0			
1703509686.0	1703509506.0	1703509650	REGION >>	Tuktut Nogait National Park, Northwest Territories, Canada					68.70106248194476	-122.04408330000001				36.0			
1703509794.0	1703509674.0	1703509770	REGION >>	Délįne, Northwest Territories, Canada					65.04109763606914	-123.41799900000001				24.0			
1703510058.0	1703509818.0	1703510010	REGION >>	Fort St. John, British Columbia, Canada					56.07448546998807	-120.847459				48.0			
1703510298.0	1703510058.0	1703510250	REGION >>	Cranbrook, British Columbia, Canada					49.32338878157335	-115.768701				48.0			
1703510358.0	1703510268.0	1703510340	REGION >>	Missoula, Montana, United States					46.68075476174939	-113.996234				18.0			
1703510412.0	1703510352.0	1703510400	REGION >>	Coeur d'Alene, Idaho, United States					47.501164004083336	-116.78000000000002				12.0			
1703510616.0	1703510436.0	1703510580	REGION >>	Ogden, Utah, United States					41.037144270560546	-111.96111099999999				36.0			
1703510796.0	1703510616.0	1703510760	REGION >>	Flagstaff, Arizona, United States					35.01719410110664	-111.651304				36.0			
1703510868.0	1703510778.0	1703510850	REGION >>	Goodyear, Arizona, United States					33.27324533936776	-112.35833300000002				18.0			
1703511066.0	1703510886.0	1703511030	REGION >>	Farmington, New Mexico, United States					36.56738797757168	-108.189722				36.0			
1703511138.0	1703511048.0	1703511120	REGION >>	Albuquerque, New Mexico, United States					34.93001027939312	-106.61				18.0			
1703511300.0	1703511150.0	1703511270	REGION >>	Tucson, Arizona, United States					32.04822700114715	-110.969754				30.0			
1703511630.0	1703511330.0	1703511570	REGION >>	Cabo San Lucas, Mexico					22.743380427766542	-109.9142				60.0			
1703511930.0	1703511630.0	1703511870	REGION >>	Ensenada, Mexico					31.611250802857658	-116.6				60.0			
1703511942.0	1703511882.0	1703511930	REGION >>	San Diego, California, United States					32.54093653187794	-117.16171900000002				12.0			
1703512038.0	1703511948.0	1703512020	REGION >>	29 Palms, California, United States					33.957043290493424	-116.05416700000002				18.0			
1703512092.0	1703512032.0	1703512080	REGION >>	Moreno Valley, California, United States					33.765026574609976	-117.228333				12.0			
1703512152.0	1703512092.0	1703512140	REGION >>	Anaheim, California, United States					33.65834162260187	-117.88972200000002				12.0			
1703512284.0	1703512164.0	1703512260	REGION >>	Las Vegas, Nevada, United States					35.98875940168379	-115.139974				24.0			
1703512512.0	1703512302.0	1703512470	REGION >>	Fresno, California, United States					36.56567828913629	-119.76666700000001				42.0			
1703512614.0	1703512494.0	1703512590	REGION >>	San Francisco, California, United States					37.59094208742908	-122.419644				24.0			
1703512878.0	1703512638.0	1703512830	REGION >>	Elko, Nevada, United States					40.64537463084973	-115.76762900000003				48.0			
1703513082.0	1703512872.0	1703513040	REGION >>	Boise, Idaho, United States					43.423690144634605	-116.201667				42.0			
1703513184.0	1703513064.0	1703513160	REGION >>	Bend, Oregon, United States					43.865907557684515	-121.31530999999998				24.0			
1703513268.0	1703513178.0	1703513250	REGION >>	Tillamook, Oregon, United States					45.26287002252286	-123.8425				18.0			
1703513322.0	1703513262.0	1703513310	REGION >>	Portland, Oregon, United States					45.31939212498492	-122.67562899999999				12.0			
1703513454.0	1703513334.0	1703513430	REGION >>	Tacoma, Washington, United States					47.0495060145678	-122.459444				24.0			
1703513502.0	1703513442.0	1703513490	REGION >>	Seattle, Washington, United States					47.411874506461146	-122.329437				12.0			
1703513562.0	1703513502.0	1703513550	REGION >>	Victoria, British Columbia, Canada					48.23719116551899	-123.364514				12.0			
1703513622.0	1703513562.0	1703513610	REGION >>	Everett, Washington, United States					47.78775041054277	-122.20080000000002				12.0			
1703513682.0	1703513622.0	1703513670	REGION >>	Vancouver, British Columbia, Canada					49.07002820765097	-123.11335799999999				12.0			
1703513778.0	1703513688.0	1703513760	REGION >>	Merritt, British Columbia, Canada					49.92210369629756	-120.787376				18.0			
1703513904.0	1703513784.0	1703513880	REGION >>	Comox, British Columbia, Canada					49.483567849160394	-124.92681900000001				24.0			
1703514132.0	1703513922.0	1703514090	REGION >>	Kitimat, British Columbia, Canada					53.87191903564319	-128.65506				42.0			
1703514378.0	1703514138.0	1703514330	REGION >>	Juneau, Alaska, United States					58.12742629918475	-134.406794				48.0			
1703514906.0	1703514426.0	1703514810	REGION >>	Fairbanks, Alaska, United States					64.69669844249265	-147.722059				96.0			
1703515026.0	1703514846.0	1703514990	REGION >>	Anchorage, Alaska, United States					61.05485264529156	-149.858384				36.0			
1703515566.0	1703515086.0	1703515470	REGION >>	Nome, Alaska, United States					64.34961512026891	-165.40579400000001				96.0			
1703516190.0	1703515590.0	1703516070	REGION >>	Kodiak, Alaska, United States					57.61929463878024	-152.3942				120.0			
1703517006.0	1703516226.0	1703516850	REGION >>	E-3 Sentry Tracking Santa over Pacific					42.84407259108443	-155.382				156.0			
1703518290.0	1703517090.0	1703518050	REGION >>	Princeville, Kauai, Hawaii, United States					22.089189337100322	-159.485278				240.0			
1703518140.0	1703518065.0	1703518125	REGION >>	Honolulu, Hawaii, United States					21.174821517073305	-157.857614				15.0			
1703518197.0	1703518137.0	1703518185	REGION >>	Kula, Maui, Hawaii, United States					20.731363785089115	-156.5080167				12.0			
1703518293.0	1703518203.0	1703518275	REGION >>	Hilo, Hawaii, United States					19.597320980107757	-155.081858				18.0			
1703519247.0	1703518437.0	1703519085	REGION >>	Palmyra Atoll, U.S. Minor Outlying Islands					5.844221352986703	-162.083333				162.0			
1703520021.0	1703519241.0	1703519865	REGION >>	Midway Atoll, U.S. Minor Outlying Islands					28.047011621359623	-177.378098				156.0			
1741514303.4	1709852271.4	1735181897	REGION >>	Unknown					0	0				6332406.4			
